title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing,log_price,Gemeindename_x,Gemeindename_y,bev_dicht,Quartil,Kategorie,clean_Gemeindename
Modernes Stadthaus mit großem Grundstück in Öjendorf -Jenfeld,655000.0,"Billstedt, 22119 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,139.0,279.0,4712.0,Reiheneckhaus,29.0,Vereinbarung,3.0,1.0,3.0,3.57,{'is24qa-gaeste-wc-label': ''},13.39239204133378,Hamburg,"Hamburg, Freie und Hansestadt",2455.25,Q4,städtisch,Hamburg
**Großzügiger Wohn(t)raum im Herzen von Dollern**,465000.0,"Birkenweg 20,
21739 Dollern, Stade (Kreis)",7.0,193.44,744.0,2404.0,Mehrfamilienhaus,76.63,sofort,4.0,2.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.049794835104816,Dollern,Dollern,184.69,Q3,ländlich,Dollern
Einfamilienhaus mit schönem Grundstück Birkenweg 20 in 59199 Bönen!!!,419000.0,"Birkenweg 20,
59199 Bönen, Unna (Kreis)",6.0,180.0,1100.0,2328.0,Einfamilienhaus (freistehend),30.0,nil,5.0,3.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}",12.945628585536271,Bönen,Bönen,477.63,Q4,städtisch,Bönen
Endlich ein Loft!,250000.0,"Bismarckstraße 17,
Niedersedlitz, 01257 Dresden",3.0,100.0,210.0,2500.0,Einfamilienhaus (freistehend),108.23,nil,2.0,1.0,1.0,3.57,{'is24qa-stufenloser-zugang-label': ''},12.429220196836383,Dresden,"Dresden, Stadt",1690.62,Q4,städtisch,Dresden
Traumhaus mit Photovoltaik und Wärmepumpe,595000.0,"Bissingheim, 47279 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,140.0,420.0,4250.0,Doppelhaushälfte,40.0,nach Vereinbarung,4.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.296318365198623,Duisburg,"Duisburg, Stadt",2127.03,Q4,städtisch,Duisburg
Zweifamilienhaus mit großem Garten,749000.0,"Bittermark, 44229 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",10.0,255.0,1323.0,2937.0,Mehrfamilienhaus,136.0,nil,5.0,3.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.52649559761195,Dortmund,"Dortmund, Stadt",2090.6,Q4,städtisch,Dortmund
Wohnen im Grünen: Großzügiges Reihenhaus in Dortmund - Bittermark,395000.0,"Bittermark, 44229 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,133.07,278.0,2968.0,Reihenmittelhaus,48.42,nil,5.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.886643575525625,Dortmund,"Dortmund, Stadt",2090.6,Q4,städtisch,Dortmund
Wohn(T)raum im Herzen der Bittermark,495000.0,"Bittermark, 44229 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,142.0,462.0,3486.0,Reiheneckhaus,76.0,nil,3.0,3.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.112315061750808,Dortmund,"Dortmund, Stadt",2090.6,Q4,städtisch,Dortmund
Reihenmittelhaus mit Potenzial und Garten im Dortmunder Süden,449000.0,"Bittermark, 44229 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,201.0,304.0,2234.0,Reihenmittelhaus,35.0,nil,5.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.014780393893403,Dortmund,"Dortmund, Stadt",2090.6,Q4,städtisch,Dortmund
Neuer Kaufpreis: End-Reihenhaus in grüner Lage von Blankenese mit Raum für Ihre Ideen,745000.0,"Blankenese, 22587 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,116.0,213.0,6422.0,Reiheneckhaus,55.0,kurzfristig möglich,2.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.521140839642674,Hamburg,"Hamburg, Freie und Hansestadt",2455.25,Q4,städtisch,Hamburg
Einziehen und wohlfühlen-gepflegtes Haus-vielfältig nutzbar,349000.0,"Bleichstraße 3,
67595 Bechtheim, Alzey-Worms (Kreis)",5.0,130.0,460.0,2685.0,Einfamilienhaus (freistehend),100.0,nach Absprache,4.0,1.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.762830066509972,Worms,"Worms, Stadt",771.18,Q4,städtisch,Worms
Idyllisch gelegene Doppelhaushälfte mit liebevoll angelegten Garten,350000.0,"Bloherfelde, 26160 Oldenburg (Oldenburg)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,108.29,311.0,3232.0,Doppelhaushälfte,17.0,nil,3.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.765691290604371,Oldenburg (Oldenburg),"Oldenburg (Oldenburg), Stadt",1652.82,Q4,städtisch,Oldenburg (Oldenburg)
Crailsheim - Roter Buck Einfamilienhaus zum Kauf,324900.0,"Blumenstraße 16,
74564 Crailsheim, Schwäbisch Hall (Kreis)",5.0,100.0,595.0,3249.0,Einfamilienhaus (freistehend),160.0,sofort,3.0,1.0,1.0,3.57,"{'is24qa-keller-label': '', 'is24qa-vermietet-label': ''}",12.691275799522568,Crailsheim,"Crailsheim, Stadt",319.6,Q4,städtisch,Crailsheim
"PURNHAGEN-IMMOBILIEN - Bremen-Blumenthal, großzügiges, freistehendes 1-Fam.-Haus in ruhiger Wohnlag",259000.0,"Blumenthal (Ortsteil), 28779 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,185.0,935.0,1400.0,Einfamilienhaus (freistehend),47.0,nach Vereinbarung,5.0,1.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.464587201678082,Blumenthal,Blumenthal,86.03,Q2,ländlich,Blumenthal
"PURNHAGEN-IMMOBILIEN - Großzügiges, gepflegtes 1-Fam.-Haus mit Weserblick in Bremen-Blumenthal",295000.0,"Blumenthal (Ortsteil), 28779 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,187.0,1059.0,1578.0,Einfamilienhaus (freistehend),150.0,nach Vereinbarung,5.0,3.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.59473402514672,Blumenthal,Blumenthal,86.03,Q2,ländlich,Blumenthal
Bremen-Blumenthal: Gemütliches Reihenendhaus mit Garten und Garage in guter Lage,198000.0,"Blumenthal (Ortsteil), 28779 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,91.0,306.0,2176.0,Reiheneckhaus,56.0,01.07.2024,3.0,1.0,3.0,3.57,{},12.19602736016897,Blumenthal,Blumenthal,86.03,Q2,ländlich,Blumenthal
Gestalten Sie Ihr Traumhaus in bester Lage!,400000.0,"Bockum, 47800 Krefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,180.0,770.0,2222.0,Reiheneckhaus,81.0,nil,5.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.899222326086994,Lage,Lage,157.28,Q3,ländlich,Lage
Gestalten Sie Ihr Traumhaus in bester Lage!,400000.0,"Bockum, 47800 Krefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,180.0,770.0,2222.0,Reiheneckhaus,81.0,nil,5.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.899222326086994,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Familientraum - ZENTRAL und GRÜN in Krefeld Bockum LEBEN,659000.0,"Bockum, 47800 Krefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,160.0,950.0,4119.0,Einfamilienhaus (freistehend),100.0,nach Vereinbarung,3.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.398480330934175,Krefeld,"Krefeld, Stadt",1648.04,Q4,städtisch,Krefeld
1- oder 2-FAMILIENHAUS MIT SCHÖNEM GARTEN UND GARAGE IN SEHR GUTER LAGE VON BODELSCHWINGH,389000.0,"Bodelschwingh, 44357 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,138.0,528.0,2819.0,Einfamilienhaus (freistehend),39.0,EG+DG sofort,3.0,2.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.871337193291367,Dortmund,"Dortmund, Stadt",2090.6,Q4,städtisch,Dortmund
"Charmantes Einfamilienhaus, nahe der Hubertussiedlung",549000.0,"Bohnsdorf, 12526 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,148.0,825.0,3709.0,Einfamilienhaus (freistehend),80.0,sofort,2.0,1.0,3.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",13.215855541983634,Berlin,"Berlin, Stadt",4126.8,Q4,städtisch,Berlin
Bremen-Borgfeld***freistehendes EFH***ca. 170 qm WF/NF,299000.0,"Borgfeld, 28357 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,102.0,738.0,2931.0,Bungalow,70.0,nil,2.0,1.0,1.0,3.57,{},12.608202196848836,Bremen,"Bremen, Stadt",1727.04,Q4,städtisch,Bremen
Architektenhaus mit einem großzügigen und offenen Wohnkonzept,699000.0,"Borgfeld, 28357 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,166.77,877.0,4191.0,Einfamilienhaus (freistehend),25.47,nil,2.0,1.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},13.457407451830088,Bremen,"Bremen, Stadt",1727.04,Q4,städtisch,Bremen
Ihr neues Zuhause in Bestlage von Bremen Borgfeld,725000.0,"Borgfeld, 28357 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,224.0,677.0,3237.0,Einfamilienhaus (freistehend),39.2,Nach Absprache,3.0,1.0,3.0,2.5,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': ''}",13.493928313146206,Bremen,"Bremen, Stadt",1727.04,Q4,städtisch,Bremen
Altersgerechter Bungalow in toller Lage von Hohenbuschei,685000.0,"Brackel (Ortsteil), 44309 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,135.0,493.0,5074.0,Bungalow,33.0,nil,2.0,1.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': ''}",13.437175577097312,Brackel,Brackel,139.59,Q3,ländlich,Brackel
Hochwertig ausgestatteter Bungalow in ruhiger Lage von Hohenbuschei,685000.0,"Brackel (Ortsteil), 44309 Dortmund
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,135.0,493.0,5074.0,Bungalow,33.0,nil,2.0,1.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-stufenloser-zugang-label': ''}",13.437175577097312,Brackel,Brackel,139.59,Q3,ländlich,Brackel
Exklusives Ein- bis Zweifamilienhaus mit Einliegerwohnung in Bielefeld-Quelle,418000.0,"Brackwede, 33649 Bielefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,168.0,359.0,2488.0,nil,62.23,Nach Vereinbarung,3.0,3.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': '', 'is24qa-einliegerwohnung-label': ''}",12.94323910384853,Bielefeld,"Bielefeld, Stadt",1290.43,Q4,städtisch,Bielefeld
KEINE Erbpacht! Eigenes Zuhause für die kleine Familie auf schönem Grundstück mit Garten + Garage!,385000.0,"Bramfeld, 22175 Hamburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,75.0,471.0,5133.0,Doppelhaushälfte,30.0,sofort,2.0,1.0,1.0,3.12,{'is24qa-keller-label': ''},12.861001210669146,Hamburg,"Hamburg, Freie und Hansestadt",2455.25,Q4,städtisch,Hamburg
Reihenmittelhaus in Friedersdorf nahe Tesla,379000.0,"Brandenburger Straße 27,
15754 Heidesee, Dahme-Spreewald (Kreis)",5.0,103.0,162.0,3680.0,Reihenmittelhaus,123.6,sofort,3.0,2.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': ''}",12.84529412258351,Heide,"Heide, Stadt",683.27,Q4,städtisch,Heide
***Ideal für Handwerker - charmantes Einfamilienhaus in Gladau***,89000.0,"Brandensteiner Str. 24,
39307 Gladau, Jerichower Land (Kreis)",4.0,101.7,1035.0,875.0,Einfamilienhaus (freistehend),156.0,nil,3.0,1.0,1.0,3.57,{'is24qa-keller-label': ''},11.39640288460621,Brand,Brand,111.38,Q3,ländlich,Brand
Wohnen in Wilhelmshöhe / 2 Familienhaus / nähe Dönche,320000.0,"Brasselsberg, 34131 Kassel
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,92.0,670.0,3478.0,Wohnimmobilie (sonstige),90.0,sofort,2.0,2.0,1.0,3.57,"{'is24qa-keller-label': '', 'is24qa-als-ferienhaus-geeignet-label': ''}",12.676079399771027,Kassel,"Kassel, documenta-Stadt",1876.64,Q4,städtisch,Kassel
"Reihenendhaus in 65207 Wiesbaden, großes Dachstudio mit Kamin und Duschbad",698000.0,"Breckenheim, 65207 Wiesbaden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,145.76,345.0,4789.0,Reiheneckhaus,86.51,nil,4.0,2.0,2.0,3.57,{},13.455975814408239,Wiesbaden,"Wiesbaden, Landeshauptstadt",1368.27,Q4,städtisch,Wiesbaden
NEU *Paul & Partner* FREISTEHENDES EINFAMILIENHAUS MIT CHARME !,998000.0,"Breckenheim, 65207 Wiesbaden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,191.75,665.0,5205.0,Einfamilienhaus (freistehend),197.85,nil,4.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}",13.813509557297108,Wiesbaden,"Wiesbaden, Landeshauptstadt",1368.27,Q4,städtisch,Wiesbaden
Doppelhaushälfte mit großem Garten in familienfreundlicher Lage in Adelheide,199500.0,"Brendel/Adelheide, 27755 Delmenhorst
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,95.8,1188.0,2082.0,Doppelhaushälfte,16.4,nach Absprache,2.0,1.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.20357452783082,Delmenhorst,"Delmenhorst, Stadt",1241.35,Q4,städtisch,Delmenhorst
"ALBERT WOLTER 1919 IVD. Merheim, 1-2 Familienhaus mit viel Potential, ideal als Mehrgenerationenhaus",595000.0,"Briloner Straße 7,
Merheim, 51109 Köln",7.0,208.0,572.0,2861.0,Einfamilienhaus (freistehend),50.0,sofort/nach Vereinbarung,5.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.296318365198623,Köln,"Köln, Stadt",2649.55,Q4,städtisch,Köln
Haus sucht glückliche Familie,319000.0,"Brinkmannstraße 13,
48249 Dülmen, Coesfeld (Kreis)",5.0,112.6,343.0,2833.0,Einfamilienhaus (freistehend),49.0,ab 01.06.2024,4.0,2.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.672949516558306,Coesfeld,"Coesfeld, Stadt",257.37,Q4,städtisch,Coesfeld
Geräumiges Familienhaus mit durchdachter Raumaufteilung und gemütlichem Garten,549000.0,"Brodswinden, 91522 Ansbach
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",8.0,190.0,687.0,2889.0,Einfamilienhaus (freistehend),20.0,nil,5.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.215855541983634,Ansbach,Ansbach,417.0,Q4,städtisch,Ansbach
Anbaufähiges Einfamilienhaus ! Gepflegt ! Keller ! Besichtigen Sie,349900.0,"Broitzem, 38122 Braunschweig
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,106.0,602.0,3301.0,Einfamilienhaus (freistehend),45.0,nil,2.0,1.0,1.0,2.9,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.765405536311112,Braunschweig,"Braunschweig, Stadt",1291.25,Q4,städtisch,Braunschweig
TOP Preis - DHH mit potenziellem Bauplatz.,385000.0,"Brunnengasse 64,
67454 Haßloch, Bad Dürkheim (Kreis)",5.0,140.98,990.0,2731.0,Doppelhaushälfte,103.0,sofort,3.0,1.0,3.0,2.975,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.861001210669146,Bad Dürkheim,"Bad Dürkheim, Stadt",181.14,Q3,ländlich,Bad Dürkheim
"Das Familienhaus, mit riesigem Garten",385000.0,"Brunnengasse 64,
67454 Haßloch, Bad Dürkheim (Kreis)",5.0,140.98,990.0,2731.0,Doppelhaushälfte,103.0,sofort,3.0,1.0,3.0,2.975,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.861001210669146,Bad Dürkheim,"Bad Dürkheim, Stadt",181.14,Q3,ländlich,Bad Dürkheim
***RESERVIERT*** Charmantes EFH mit viel Potential auf schönem Grundstück,163000.0,"Buchenstraße XX,
26919 Brake (Unterweser), Wesermarsch (Kreis)",4.0,94.55,710.0,1724.0,Einfamilienhaus (freistehend),21.1,sofort oder nach Vereinbarung,3.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.001511614739405,Brake (Unterweser),"Brake (Unterweser), Stadt",388.62,Q4,städtisch,Brake (Unterweser)
Geräumiges Zweifamilienhaus (358m²) mit vielfältigen Nutzungsmöglichkeiten auf tollem Grundstück in,899000.0,"Buchholz, 47249 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11.0,190.0,863.0,4732.0,Mehrfamilienhaus,168.0,nil,4.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.70903942580019,Buchholz,Buchholz,67.86,Q2,ländlich,Buchholz
Geräumiges Zweifamilienhaus (358m²) mit vielfältigen Nutzungsmöglichkeiten auf tollem Grundstück in,899000.0,"Buchholz, 47249 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11.0,190.0,863.0,4732.0,Mehrfamilienhaus,168.0,nil,4.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.70903942580019,Buchholz,Buchholz,80.55,Q2,ländlich,Buchholz
Geräumiges Zweifamilienhaus (358m²) mit vielfältigen Nutzungsmöglichkeiten auf tollem Grundstück in,899000.0,"Buchholz, 47249 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11.0,190.0,863.0,4732.0,Mehrfamilienhaus,168.0,nil,4.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.70903942580019,Buchholz,Buchholz,419.21,Q4,städtisch,Buchholz
Geräumiges Zweifamilienhaus (358m²) mit vielfältigen Nutzungsmöglichkeiten auf tollem Grundstück in,899000.0,"Buchholz, 47249 Duisburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",11.0,190.0,863.0,4732.0,Mehrfamilienhaus,168.0,nil,4.0,2.0,2.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.70903942580019,Buchholz,Buchholz,8.76,Q1,ländlich,Buchholz
Wohnen und Arbeiten auf dem Buckenberg!,479000.0,"Buckenberg, 75175 Pforzheim
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,146.0,612.0,3281.0,Einfamilienhaus (freistehend),50.0,nach Vereinbarung,4.0,2.0,3.0,2.98,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.079457964073546,Pforzheim,"Pforzheim, Stadt",1281.04,Q4,städtisch,Pforzheim
Traumhaus mit exklusiver Ausstattung und vielfältigen Nutzungsmöglichkeiten,990000.0,"Buckenberg, 75181 Pforzheim
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9.0,230.0,1369.0,4304.0,Einfamilienhaus (freistehend),131.0,nil,5.0,3.0,2.0,2.98,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.805461232211272,Pforzheim,"Pforzheim, Stadt",1281.04,Q4,städtisch,Pforzheim
"Charmante Aussichten in Berlin Buckow - gepflegtes Reihenendhaus mit Kamin, Carport und Garage",519000.0,"Buckow, 12349 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,130.0,404.0,3992.0,Reiheneckhaus,55.0,nil,3.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.159661088928443,Au,Au,369.75,Q4,städtisch,Au
Massiver Bungalow mit Garage auf großzügigem Grundstück,599000.0,"Buckow, 12349 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,100.0,809.0,5990.0,Bungalow,20.0,nil,3.0,1.0,2.0,3.57,{'is24qa-keller-label': ''},13.303018546545275,Berlin,"Berlin, Stadt",4126.8,Q4,städtisch,Berlin
Familienfreundliches Wohnen im gepflegtem Wohnumfeld mit viel Platz für die ganze Familie,399000.0,"Buckow, 12351 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,125.0,265.0,3192.0,Reihenmittelhaus,120.0,nil,4.0,3.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.896719202134523,Berlin,"Berlin, Stadt",4126.8,Q4,städtisch,Berlin
Sonniges zu Hause in familienfreundlichem Wohngebiet im Süden von Berlin - gepflegtes Reihenendhaus,529000.0,"Buckow, 12351 Berlin
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,110.0,205.0,4809.0,Reiheneckhaus,85.0,nil,3.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.178745601197818,Berlin,"Berlin, Stadt",4126.8,Q4,städtisch,Berlin
PURNHAGEN-IMMOBILIEN - Großzügiges Einfamilienhaus auf traumhaften Grundstück in zweiter Reihe gele,385000.0,"Burg-Grambke, 28719 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,168.0,1274.0,2292.0,Einfamilienhaus (freistehend),118.0,nach Vereinbarung,4.0,2.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.861001210669146,Bremen,"Bremen, Stadt",1727.04,Q4,städtisch,Bremen
Familienfreundliches Haus mit separater Anliegerwohnung und Fußbodenheizung,550000.0,"Burg/Höhscheid, 42659 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",9.0,239.44,560.0,2297.0,Einfamilienhaus (freistehend),96.79,nil,5.0,3.0,3.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.217675375388819,Solingen,"Solingen, Klingenstadt",1775.26,Q4,städtisch,Solingen
*Luft-Wasser/Wärmepumpe* Freistehendes Ein-Zweifamilienhaus mit traumhaftem Weitblick,739000.0,"Burg/Höhscheid, 42659 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,245.0,1274.0,3016.0,Einfamilienhaus (freistehend),106.0,sofort,3.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-einliegerwohnung-label': ''}",13.513054553109397,Solingen,"Solingen, Klingenstadt",1775.26,Q4,städtisch,Solingen
Besser als so manches Haus! Erdgeschosswohnung im Jugendstilhauses in ruhiger Lage in der Südstadt,545000.0,"Burg/Höhscheid, 42659 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,173.0,1070.0,3150.0,Besondere Immobilie,20.0,nach Absprache,2.0,1.0,1.0,2.98,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.208542908506082,Lage,Lage,157.28,Q3,ländlich,Lage
Besser als so manches Haus! Erdgeschosswohnung im Jugendstilhauses in ruhiger Lage in der Südstadt,545000.0,"Burg/Höhscheid, 42659 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,173.0,1070.0,3150.0,Besondere Immobilie,20.0,nach Absprache,2.0,1.0,1.0,2.98,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.208542908506082,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Ruhiges Wohnen mit Panoramablick in bester Lage,545000.0,"Burg/Höhscheid, 42659 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,156.0,535.0,3494.0,Einfamilienhaus (freistehend),45.0,nil,3.0,3.0,1.0,3.57,{},13.208542908506082,Lage,Lage,157.28,Q3,ländlich,Lage
Ruhiges Wohnen mit Panoramablick in bester Lage,545000.0,"Burg/Höhscheid, 42659 Solingen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,156.0,535.0,3494.0,Einfamilienhaus (freistehend),45.0,nil,3.0,3.0,1.0,3.57,{},13.208542908506082,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Ausbaufähiges Einfamilienhaus für vielseitige Wohnansprüche mit grüner Ruheoase in Burgaltendorf,625000.0,"Burgaltendorf, 45289 Essen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,130.0,646.0,4808.0,Einfamilienhaus (freistehend),120.0,nach Vereinbarung,3.0,1.0,1.0,2.68,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.345508528717259,Essen,"Essen, Stadt",2754.74,Q4,städtisch,Essen
PURNHAGEN-IMMOBILIEN - Lesum - freist. 1-Fam.-Haus mit großem Grundstück in ruhiger Wohnlage,225000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,120.0,760.0,1875.0,Einfamilienhaus (freistehend),37.0,nach Vereinbarung,3.0,1.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.323860125621126,Bremen,"Bremen, Stadt",1727.04,Q4,städtisch,Bremen
